2016-08-31 22:26:21,21.46,19.32
2016-08-31 22:26:31,21.50,19.38
2016-08-31 22:26:41,21.48,19.32
2016-08-31 22:26:51,21.46,19.24
2016-08-31 22:27:01,21.46,19.40
2016-08-31 22:27:11,21.46,19.24
2016-08-31 22:27:21,21.44,19.22
2016-08-31 22:27:31,21.46,19.28
2016-08-31 22:27:41,21.40,19.32
2016-08-31 22:27:51,21.40,19.22
2016-08-31 22:28:01,21.44,19.28
2016-08-31 22:28:11,21.38,19.24
2016-08-31 22:28:21,21.40,19.34
2016-08-31 22:28:31,21.40,19.34
2016-08-31 22:28:41,21.44,19.32
2016-08-31 22:28:51,21.40,19.22
2016-08-31 22:29:01,21.40,19.32
2016-08-31 22:29:11,21.40,19.32
2016-08-31 22:29:21,21.38,19.28
2016-08-31 22:29:31,21.44,19.18
2016-08-31 22:29:41,21.36,19.18
2016-08-31 22:29:51,21.38,19.34
2016-08-31 22:30:01,21.40,19.28
2016-08-31 22:30:11,21.38,19.22
2016-08-31 22:30:21,21.40,19.18
2016-08-31 22:30:31,21.40,19.22
2016-08-31 22:30:41,21.38,19.18
2016-08-31 22:30:52,21.30,19.60
2016-08-31 22:31:02,21.34,19.54
2016-08-31 22:31:12,21.36,19.46
2016-08-31 22:31:22,21.40,19.46
2016-08-31 22:31:32,21.38,19.38
2016-08-31 22:31:42,21.40,19.76
2016-08-31 22:31:52,21.38,19.54
2016-08-31 22:32:02,21.40,19.50
2016-08-31 22:32:12,21.44,19.46
2016-08-31 22:32:22,21.48,19.46
2016-08-31 22:32:32,21.38,19.16
2016-08-31 22:32:42,21.36,19.28
2016-08-31 22:32:52,21.36,19.38
2016-08-31 22:33:02,21.34,19.32
2016-08-31 22:33:12,21.38,19.44
2016-08-31 22:33:22,21.36,19.34
2016-08-31 22:33:32,21.44,19.38
2016-08-31 22:33:42,21.36,19.22
2016-08-31 22:33:52,21.36,19.16
2016-08-31 22:34:02,21.36,19.22
2016-08-31 22:34:12,21.34,19.24
2016-08-31 22:34:22,21.34,19.24
2016-08-31 22:34:32,21.36,19.24
2016-08-31 22:34:42,21.30,19.28
2016-08-31 22:34:52,21.30,19.18
2016-08-31 22:35:02,21.30,19.24
2016-08-31 22:35:12,21.28,19.18
2016-08-31 22:35:22,21.30,19.28
2016-08-31 22:35:32,21.28,19.32
2016-08-31 22:35:42,21.32,19.24
2016-08-31 22:35:52,21.30,19.18
2016-08-31 22:36:02,21.36,19.28
2016-08-31 22:36:12,21.34,19.54
2016-08-31 22:36:22,21.30,19.18
2016-08-31 22:36:32,21.32,19.24
2016-08-31 22:36:42,21.36,19.40
2016-08-31 22:36:52,21.38,19.44
2016-08-31 22:37:02,21.44,19.38
2016-08-31 22:37:12,21.38,19.38
2016-08-31 22:37:22,21.38,19.22
2016-08-31 22:37:32,21.38,19.18
2016-08-31 22:37:42,21.36,19.16
2016-08-31 22:37:52,21.30,19.28
2016-08-31 22:38:02,21.32,19.24
2016-08-31 22:38:12,21.32,19.24
2016-08-31 22:38:22,21.34,19.08
2016-08-31 22:38:32,21.30,19.12
2016-08-31 22:38:42,21.32,19.24
2016-08-31 22:38:52,21.30,19.28
2016-08-31 22:39:02,21.30,19.24
2016-08-31 22:39:12,21.30,19.24
2016-08-31 22:39:22,21.28,19.28
2016-08-31 22:39:32,21.26,19.22
2016-08-31 22:39:42,21.28,19.18
2016-08-31 22:39:52,21.28,19.18
2016-08-31 22:40:02,21.28,19.60
2016-08-31 22:40:12,21.26,19.28
2016-08-31 22:40:22,21.30,19.34
2016-08-31 22:40:32,21.34,19.38
2016-08-31 22:40:42,21.34,19.40
2016-08-31 22:40:52,21.38,19.38
2016-08-31 22:41:02,21.44,19.38
2016-08-31 22:41:12,21.44,19.38
2016-08-31 22:41:22,21.38,19.16
2016-08-31 22:41:32,21.38,19.44
2016-08-31 22:41:42,21.34,19.24
2016-08-31 22:41:52,21.32,19.38
2016-08-31 22:42:02,21.34,19.38
2016-08-31 22:42:12,21.36,19.34
2016-08-31 22:42:22,21.38,19.34
2016-08-31 22:42:32,21.36,19.38
2016-08-31 22:42:42,21.38,19.24
2016-08-31 22:42:52,21.34,19.24
2016-08-31 22:43:02,21.34,19.18
2016-08-31 22:43:12,21.28,19.18
2016-08-31 22:43:22,21.28,19.22
2016-08-31 22:43:32,21.26,19.32
2016-08-31 22:43:42,21.28,19.34
2016-08-31 22:43:52,21.30,19.32
2016-08-31 22:44:02,21.30,19.24
2016-08-31 22:44:12,21.30,19.22
2016-08-31 22:44:22,21.30,19.24
2016-08-31 22:44:32,21.32,19.34
2016-08-31 22:44:42,21.34,19.34
2016-08-31 22:44:52,21.32,19.24
2016-08-31 22:45:02,21.38,19.24
2016-08-31 22:45:12,21.34,19.24
2016-08-31 22:45:22,21.34,19.32
2016-08-31 22:45:32,21.36,19.28
2016-08-31 22:45:42,21.34,19.28
2016-08-31 22:45:52,21.32,19.24
2016-08-31 22:46:02,21.34,19.24
2016-08-31 22:46:12,21.36,19.18
2016-08-31 22:46:22,21.38,19.24
2016-08-31 22:46:32,21.34,19.28
2016-08-31 22:46:42,21.34,19.34
2016-08-31 22:46:52,21.36,19.34
2016-08-31 22:47:02,21.34,19.28
2016-08-31 22:47:12,21.36,19.22
2016-08-31 22:47:22,21.36,19.24
2016-08-31 22:47:32,21.36,19.34
2016-08-31 22:47:42,21.40,19.28
2016-08-31 22:47:52,21.34,19.18
2016-08-31 22:48:02,21.36,19.32
2016-08-31 22:48:12,21.36,19.32
2016-08-31 22:48:22,21.36,19.34
2016-08-31 22:48:32,21.36,19.32
2016-08-31 22:48:42,21.36,19.32
2016-08-31 22:48:52,21.36,19.32
2016-08-31 22:49:02,21.36,19.32
2016-08-31 22:49:12,21.36,19.28
2016-08-31 22:49:22,21.36,19.22
2016-08-31 22:49:32,21.36,19.32
2016-08-31 22:49:42,21.36,19.28
2016-08-31 22:49:57,21.32,19.32
2016-08-31 22:50:07,21.36,19.28
2016-08-31 22:50:17,21.36,19.22
2016-08-31 22:50:27,21.34,19.28
2016-08-31 22:50:37,21.36,19.28
2016-08-31 22:50:47,21.34,19.22
2016-08-31 22:50:57,21.34,19.24
2016-08-31 22:54:12,21.32,19.32
